,Energy_Unit_log,Event_freq_unit_per_day_log,Duration_days_log,Energy_per_Volume_log,Energy_density_Joule,Volume_m3,Energy_Joule_per_day,Volume_m3_per_day,Intensity_Level_encoded
93,3.7829521626519527,1.743968805391704,2.3071734964611217,2.2630494841233806,6.052107723617347,4.991622696279209,5.097159104045073,4.14092424534335,3
94,3.6558139932355274,1.323046374428426,2.6883744562909593,2.171406989357501,5.548902042402255,4.871742653180169,4.412458941059247,3.7352995518371612,3
95,3.122188537706627,1.1564706991321045,2.394400791160976,1.691926606659829,5.878520076738586,4.899927682782994,4.883792404001938,3.905669313168536,3
96,2.5673640214145212,0.895013438349525,2.27144048202734,1.2384978854372233,6.3914,5.023051860808771,5.535199999999999,4.130505649800911,3
97,2.491088765449979,0.8532184737753998,2.2234297710922495,1.1661380101297778,6.3914,5.0294,5.535199999999999,4.179989754404098,3
98,3.817064920679784,1.4590055784409117,2.6829552236427285,2.3094123529298307,5.623582132745331,4.904327474743216,4.489684538796463,3.799758034100419,3
99,3.0471572051055684,1.1753749438621768,2.275738599972386,1.6201952750329096,6.386711569343465,5.0294,5.518586647890971,4.186,3
100,3.258352776836417,1.6111279318597456,1.8494873486241499,1.8333459603790572,5.63806173342048,4.812935315932752,4.916680466920367,4.092237446883024,3
101,3.7862996371644586,1.3882135784201752,2.7233305219379513,2.289365744529456,5.461711932589827,4.860580554298059,4.309667337133305,3.7085359588415363,3
102,3.6533668201642797,1.743968805391704,1.6893518468447557,2.162287760083531,6.006385736077001,4.899447735046433,5.219088561997647,4.1386621806652055,3
103,3.8501476017100575,1.743968805391704,1.7145227179461855,2.3221837161060948,6.388110438434761,5.001150049882839,5.523543510105781,4.186,3
104,3.0521173803005626,1.1212915012986728,2.3759979432360954,1.6297873060755492,5.981317870797116,4.925878140186199,5.014355642811814,3.9618566874567254,3
105,2.956806431664547,1.0734406759108759,2.3509663473804676,1.5452652872376866,6.121143665490786,4.961176011724195,5.191948058987358,4.038282882527834,3
106,2.906409010527884,1.0481386698631208,2.337730429617478,1.500572711624363,6.195079132106032,4.9798404120117405,5.285853322934068,4.078694642078991,3
107,3.250197568743738,1.2563733045063357,2.3978952727983707,1.802174101301705,5.905224598200853,4.916571479160398,4.905224598200853,3.9362490338111775,3
108,3.047003674040329,0.8156732427309404,2.837178970378277,1.8262651600636104,4.759870828980502,3.8389829451329662,3.5574237542814613,2.6641631760102706,1
109,1.2628968816881352,0.38917948925293194,1.394002499010051,0.4661779182729826,2.9582489774730596,4.152323939696603,2.4931661796912294,3.681933632772886,0
110,1.3872225697631735,0.47770674180064715,1.7958212852829456,0.5344669935263268,4.443901433955809,4.276518426104343,3.7495344600687526,3.582557982698982,1
111,1.9493484190080568,0.9103208794333738,1.6167155518939524,1.0331596368558353,5.287800648116305,3.368614047898096,4.695079685427266,2.6613556531171243,0
112,2.897046208812561,1.0663558633443304,2.2996806359666815,1.5787444435166418,4.758005580551218,4.404286631323272,3.789068564048733,3.43369022219621,2
113,1.2604063085784603,0.40348362589407,1.952279341835107,0.5052672872100328,2.8015324792597833,3.853706140402112,2.3785994361085425,3.0768307590017634,0
114,2.892730758196437,0.8013856709014114,2.7060054033161007,1.5090025324447398,4.6226196754593225,4.835626949229616,3.4689277828685934,3.7022146957113446,0
115,1.2512999554164266,0.3972678399099234,1.390593461324764,0.5427104788928031,2.7971111453056845,3.4488483890547417,2.3685873387390495,2.961011063588247,0
116,3.8501856326442803,1.5295234535675049,2.833652358548473,2.3203005235889753,6.391325321824947,4.977213363354595,5.533309736168619,3.7728785332821517,3
117,2.3997636124547173,0.8077353970471455,2.197136201932796,1.0872740309789466,6.39961075092771,5.020020857305844,5.5356130701717445,4.178748736341412,3
118,1.9326412036987823,0.5554443642563778,2.1983762292063656,1.0050153558062669,4.363960001345775,3.508966710098689,3.4684338321651635,2.6601019784432327,1
119,1.3771578209829838,0.3936059534626017,2.079515919369452,0.5173207163653041,5.05773455089129,4.444343917067005,4.199029965393895,3.586672290763931,2
120,3.0023669813476057,1.0641324776775538,2.3951780253701727,1.5956663468344685,3.6735843143316744,4.824271608372172,2.6832208121598584,3.8305349035233136,2
121,2.5655537798682313,1.6155266650228748,1.3846965477782704,1.343056840419136,3.5494910016110204,4.224085282888088,3.0797180424565274,3.743794658556604,1
122,2.482850866450933,0.8014928323903513,2.3043297440152934,1.3024519280896436,5.911624559121823,4.1371161774686485,4.9810298512324485,3.1874707523824224,2
123,2.7152519460737934,0.8228909144896872,2.4879901252293,1.4448844404990555,4.81958130979539,4.270547568910401,3.790103715951706,3.224769299254461,2
124,2.486280927747835,0.6133096429130827,2.6318728264856452,1.2828533048853064,5.716799887152796,4.252841494823925,4.6147110234022675,3.1332555393873682,2
125,1.2552381482778425,0.39678191327288004,1.3882077128303716,0.47830444467626726,2.810322663037898,4.0253626451493485,2.3665296333933914,3.559287765698639,0
126,3.7939132033402587,1.3673458122333755,2.7732559596985187,2.301787556557438,5.45027092818979,4.866769743501693,4.282438609283432,3.6869301865169772,3
127,2.075297729038702,1.0054406925338524,1.6111650355076326,0.9876709668767162,4.394821593206301,4.126779338911153,3.806874561208352,3.526523909163528,1
128,1.236410410372087,0.6966832715664449,1.3865985488734105,0.5468586799384066,4.786967231135953,3.3714205214789894,4.781682827818337,2.987967305974989,0
129,1.6148239034720582,0.5948772200231478,1.7987391901037943,0.6751039429664774,4.726576802995285,4.184244829929364,4.041087533716946,3.4711666948014974,0
130,2.9387389169387474,1.0246736801681744,2.3964616556846994,1.5752835339586198,5.313979050118223,4.692004688629078,4.289843915419355,3.7068381173533735,2
131,3.8461454006204603,1.7429007342562672,2.387001849521995,2.3166344775437864,6.1447694538452975,5.02206919195491,5.13896293419758,4.155719399949907,3
132,2.1877966456892493,1.3026750813946555,1.3931248102130374,1.1056036359220276,5.2017641352316915,3.9762804451292038,4.710084502699239,3.4889223830309786,1
133,2.895469191296595,0.9298669115632003,2.4879350432999883,1.5354545471665315,4.949632558305499,4.60820866092802,3.8950160659590196,3.551908222721023,2
134,1.2471655501571117,0.6948598417590669,1.3931465986950535,0.5542896906868083,2.7861935118295675,3.368593266612987,2.3652189186447656,2.9463286470364287,0
135,2.201982019972315,1.0948595080362888,1.609680883580882,1.0066957173703124,5.6337240033285685,4.6154096892303995,5.017795598887419,4.021926303051029,2
136,2.4783671512564607,1.320508260428714,1.6108825326490128,1.2909232148958656,4.981571943119701,4.150002063909553,4.353965512911838,3.554684664068076,2
137,1.9473191076040537,0.40168353535967427,2.566708268794979,0.8124085360717923,4.577579799602048,4.753533319072377,3.4906846479877593,3.66372234365441,0
138,2.785945299897027,0.97797139650119,2.299608782983258,1.3930758589871175,6.400122410847519,5.023568384368966,5.55486325454654,4.192918328191369,3
139,1.2531762933014252,0.6954334258217879,1.3859300809753057,0.5548362472954188,2.7961973595844833,3.37350426025046,2.366464845483769,2.6645143233208883,0
140,2.077464604638316,0.5276963297395634,2.4038760833891475,0.9006562493292329,5.267569251097357,4.813820095884706,4.286789347413015,3.8183728234821626,1
141,1.3869956857548864,0.39385105160180256,2.4827757646982973,0.4789917719194868,3.496443064599622,4.856466767856942,2.455902037409718,3.818695807580996,0
142,1.3979241800763116,0.4028967418250058,1.9492965868098657,0.6054631529916082,3.6555561536781305,3.609033990251751,2.8987416162463924,2.837572494485493,0
143,1.6067419390315274,0.3901073631947323,2.6355651618410687,0.730874307258592,5.801900362156834,3.724757390630218,4.700695056699998,2.661868977502891,0
144,3.124595440659799,1.1708319439223847,2.4047452859045175,1.711556153665536,5.863455910573449,4.894896407854926,4.861845736913708,3.8971221663289937,3
145,3.03307440132326,1.2497185746292978,2.197557714218811,1.6999048938987786,5.979914251147757,4.448849148061899,5.0782341634735975,3.5557068248178827,2
146,2.0624720875347187,0.432114788089897,2.64315868963952,0.9905015265300813,4.859678226635189,4.113942842757125,3.7224123810278407,2.9985087738699483,1
147,2.481255639925498,0.6063551033323461,2.6381859305203914,1.358261483946204,3.9715572750520787,3.7752003993140337,2.861887331428641,2.667737152798768,0
148,1.7914081246645654,1.2506215155250144,1.3898927515157453,0.8785263277933447,4.030632441513924,3.556481180129088,3.743298141437205,3.2479628655093857,0
149,1.3725231116981622,0.39122046817714085,2.0711039074663433,0.50867402459262,3.6031125988181962,4.601815076887149,2.7837777102999253,3.7573561960885966,0
150,1.2418151349134054,0.4042017529695662,1.613403194332621,0.47377642930329694,2.7958776680039867,4.156513450326264,2.3634747057554724,3.5397266230674735,0
151,1.7919697282288098,1.2543355917774945,1.380215091320644,0.9162720461063858,3.1623273585599367,3.3720888176348587,2.8595827430604657,3.000789641924973,0
152,2.074202468622892,1.011599268477902,1.6114291523345337,1.0227335514992844,5.374169807923252,3.924334127771205,4.8097550974206404,3.3194973878166127,1
153,3.0757118434709945,0.7799644663394684,2.833323962549325,1.6890521160812255,3.5430832088893816,4.726444349312121,2.3607807796334863,3.4831475003075933,2
154,1.3781903682115941,0.39375125702081454,2.306755124692005,0.5202082607494348,4.451715191815057,4.272884378729453,3.483338690375175,3.295430320386546,0
155,2.203967963754919,0.7632583822506676,2.0717751158344,1.2192206085268606,2.7907072041441006,3.373566229185035,2.3892299604190086,2.651755920482268,0
156,2.1906340700823974,0.4070971593517182,2.829699331322906,1.0112322517376588,5.232552117337041,4.552985837385304,4.006214301683972,3.351886378170636,2
157,1.2315907060159308,1.091587755583038,1.3877503372405386,0.5592992346334076,2.782289889023675,3.3745271768412373,2.609083234922597,2.9348236651135515,0
158,3.408930743141279,1.740991214727586,1.7944798243129323,1.9557981603230845,5.519125287036884,4.771549859461567,4.828108614463319,4.078684233970981,3
159,3.8493744365587004,1.7484083282008522,2.190583362578409,2.3126578758109018,6.376445806416975,5.0230838167464045,5.470141888958474,4.196479803871601,3
160,3.8475984803313,1.7500670031967784,1.602903064119823,2.32600182040262,6.401909767719823,4.9964615958803025,5.540613991558193,4.18159282047995,3
161,1.6121225880105292,0.6869636844324429,1.6205998421095684,0.733818986044217,4.592566442839825,3.694247964639195,3.987449194945843,3.1055695712922535,1
162,1.2487501748684746,0.38043839102386867,2.8409129372301885,0.5645658751227158,5.1720378532700995,3.367148555567856,3.9112782616015993,2.665773345077974,0
163,3.049394065410613,1.035412945227476,2.4876601784204344,1.6782329368832996,5.576393892070329,4.588479515360951,4.536720843834496,3.5479090893382694,2
164,2.5616370625343143,0.9203781263729058,2.19267403278989,1.291293748337445,4.906846046334884,4.56181013820847,4.015841615422511,3.6628096829563126,2
165,3.6072625731784242,1.272177869006888,2.7089294933631503,2.231738815281167,4.746723982066931,4.346510107625476,2.587844737990573,3.154174340465739,2
166,3.1417283568511722,0.6705362882475381,2.8326544987186697,1.828320394559027,4.752832832720854,4.132546198597724,3.3782569672170957,2.7628974087695095,1
167,1.6107834918743476,0.398167255459925,2.3045984463648415,0.777089492357056,2.7952185247268884,3.379726723176922,2.381272136233746,2.6706084349074612,0
168,2.3926555549549215,0.7437160167935779,2.298213776398098,1.15882402592305,4.605522272698455,4.606068761733261,3.650336590320239,3.6547332075590986,1
169,2.4862315260632384,0.8038425529985096,2.3040566238991924,1.1676783385102412,4.030331454236298,4.94173388758195,3.0852470034180848,3.997378015346879,1
170,3.4048094738011616,1.363390396368671,2.3988543033730734,2.0821530641651504,3.89906455929736,4.170603856892078,2.8752074998192354,3.157689546291222,1
171,2.3998954572077866,1.0958319903932923,1.7902102869805878,1.3829092256308935,4.02305144556103,3.3864044124365327,3.3053368287016665,2.6680986953504067,0
172,2.203301876780889,0.482161848904319,2.638137283721178,1.1804710221019736,4.122153939820372,3.4984438143340357,3.0215157287917647,2.667354890093951,1
173,1.7995861302241614,0.38967778147829196,2.481642449581945,0.8340157149111747,2.7857445013397673,3.8803784729999804,2.372056237147689,2.8293634958633063,0
174,1.6007915704606521,0.512622285072378,1.9443460110849387,0.6218302166893948,4.538392803160755,4.548258369345495,3.7531242438381294,3.7680145589558593,1
175,3.185905836250485,1.264717114666871,2.29159431841664,1.743819939953271,4.4140158602808235,4.859999423577074,3.468343732077027,3.9189558748513638,2
176,2.565779995150536,0.9939297022914924,2.078823915755612,1.479248859130164,5.11752134890388,3.517468872760934,4.254887283586165,2.663689318692362,2
177,2.4034384662750545,0.8896828547919283,2.0880219737786203,1.2099241525553726,5.328495688375883,4.2392935606468685,4.481916117067018,3.382032021803251,2
178,1.8008194780194042,0.6996324470348106,1.7950640570865342,0.9110548562992127,3.993769465400148,3.3713169097607816,3.293447673001394,2.664338256037096,0
179,2.715427570895321,0.9380702576980539,2.299175282488832,1.3900771247324097,5.853268140672215,4.627339798344473,4.881672200349451,3.6602420625553935,2
180,2.17707324150569,1.1373233021026452,1.5571291093157327,1.0673114717354872,4.203621272594061,4.150184033237938,3.6294378692284677,3.585963526599612,1
181,2.1226414477877342,0.7385570502174141,2.1318425428446957,0.9502965159938708,5.239109369967901,4.5904417639314525,4.382466061103039,3.7322998536779206,1
182,1.7258037786902827,0.45503267931752256,2.1927612071505034,0.7558865425423369,4.62106635223688,4.2072478744243424,3.734043423082095,3.305341922885327,1
183,1.6697138089330807,0.7352807594121924,1.6031251500539931,0.7649876585318353,4.576275617057789,3.756024640408352,3.9659139838236857,3.1702585632801044,1
184,1.5335863244637002,0.49609242168210665,1.8923003291681786,0.5967373696407582,4.5085178571173286,4.4774923167461935,3.7599151953932592,3.7232919943698306,1
185,2.3702622528356874,0.7717536092250643,2.244996375007341,1.1361904382473795,4.586751025675386,4.572155861163754,3.676031540394806,3.6351715890400573,1
186,2.1933712038513113,0.48352646299303836,2.6441634626265027,1.1775377267552922,4.149232069273429,3.4990385175892027,3.0296302964618302,2.664878513460638,1
187,1.6834470742268537,0.49597279171222186,2.055166411510375,0.6815022477035758,4.789340246475671,4.5085274801911535,3.9684171684063916,3.6871837002618295,1
188,2.1347620373794065,1.1474065494807546,1.5081651055642251,1.0664775847717698,5.299904494575624,3.9418189979492224,4.778934667049446,3.401449036563902,1
189,2.178764468414318,1.222808304571082,1.4441748534162298,1.0713050717828985,4.980400392216177,4.015317383435649,4.4781707930739545,3.506720492334707,1
190,2.5490940321698097,1.387149592597488,1.6369442693128096,1.3039208794724069,3.682173735491679,4.421933912229461,3.050030130007021,3.809147346332704,1
191,2.5648656619367687,0.7386939018454034,2.5148768433993696,1.3150236393398538,5.76923214075252,4.402702493916106,4.726628930737065,3.343016989513684,2
192,2.449220284508306,1.1671480374095307,1.7827202034694454,1.250382906329707,5.09381575652148,4.180911679549956,4.396613270253781,3.4999075294790467,2
193,2.4947028948780106,0.6219260867874835,2.623352683268036,1.2771345339094402,5.7381540563914335,4.236303087672168,4.630438919579799,3.1440111102565087,2
194,2.931813300571485,1.1475287305007742,2.2331221015255234,1.601534854845063,5.9371904792600905,4.506560575052878,5.016821453490354,3.5844481765285696,2
195,2.458453639964532,0.6016591789466508,2.654110188713357,1.2653375824770663,5.6883455420673945,4.252794226871686,4.5808374919568235,3.148628077752241,2
196,2.484267822627424,1.2551935016995772,1.6841105283204136,1.2860835635241894,5.0259860406757815,4.173632177492948,4.381995971710451,3.52311093740259,2
197,2.297198795133778,0.5723638361670647,2.5304338569631195,1.1372568286435865,5.610896314921056,4.2925027216860725,4.541776495498537,3.2247862816900583,2
198,3.8435230306293757,1.745067492262553,2.253499008089197,2.3240658363909077,6.322764813329251,5.033811199107926,5.375526264040513,4.167612793537703,3
199,2.876689242477181,1.0242136867991007,2.3225635579166,1.4727878285802742,6.2525318272715635,4.984511745794303,5.35018528933502,4.0942992290425,3
200,3.860325798807546,1.746529263267831,2.2421859945815275,2.320468611701636,6.318819614010219,5.032513465905102,5.394320364965087,4.1779347741944175,3
201,3.788546171976611,1.7390708698069566,2.30355417183689,2.2638009211145493,6.052132019872956,4.998068194643431,5.090163674871364,4.139860123658901,3
202,3.6590247170701415,1.3193834133067421,2.684445227506062,2.17607786264194,5.550845422214946,4.87697448650024,4.436538290919759,3.7285058628777707,3
203,3.109895128507302,1.1536169752680252,2.395751736116952,1.6933791033692143,5.877234824808205,4.9037248943466984,4.873859374506905,3.8999032761011385,3
204,2.5704297651890253,0.8902813572087451,2.2681111906953326,1.232927794756708,6.384738762409852,5.023261619029481,5.542853935028371,4.125612371556905,3
205,2.4997159777710114,0.8530489300821692,2.224240280557923,1.1576158394077343,6.399294998734235,5.030206121438201,5.539850699793195,4.184240155537565,3
206,3.8096407391888936,1.4619571597438277,2.6883889066068773,2.3126571215517013,5.6078954724573205,4.8979731557964445,4.4646115147639795,3.7931536249307234,3
207,3.0534022904432443,1.1780830007554284,2.2736750886967174,1.6238748808870782,6.393113954939321,5.037937621241246,5.5091565245592005,4.183739296024289,3
